part_number,qty,amount
423186-10170,1073,2536
423194-10170,1082,2545
423116-10370,1091,2554
423185-10170,1100,2563
424195-10030,1109,2572
423277-10520,1118,2581
423185-10040,1127,2590
424195-10040,1136,2599
423195-10010,1145,2608
423186-10040,1154,2617
424195-10060,1163,2626
432942-10070,1172,2635
981501-40005,1181,2644
423275-10810,1190,2653
982411-04030,1199,2662
423195-10020,1208,2671
423277-10220,1217,2680
423175-10200,1226,2689
423185-10060,1235,2698
423345-10060,1244,2707
423275-10050,1253,2716
423194-10070,1262,2725
423186-10060,1271,2734
423346-10050,1280,2743
423275-10800,1289,2752
982411-06086,1298,2761
423357-10100,1307,2770
423115-10500,1316,2779
423115-10410,1325,2788
423181-10870,1334,2797
423281-10190,1343,2806
423194-10110,1352,2815
423182-10690,5,100
423194-10180,8,160
423196-10020,11,220
423196-10230,14,280
432741-10070,17,340
432735-10230,20,400
432735-10280,23,460
432735-10290,26,520
432636-10150,29,580
423541-10090,32,640
423531-10020,35,700
423275-11070,38,760
423141-10030,41,820
423141-10030,44,880
423141-11170,47,940
423143-10070,50,1000
423143-10070,53,1060
423143-10130,56,1120
423187-10020,59,1180
423187-10020,62,1240
423187-10120,65,1300
423275-10020,68,1360
423275-10020,71,1420
423275-10310,74,1480
426320-10431,77,1540
423111-10600,78,1541
423112-10370,79,1542
423121-10320,80,1543
423122-10320,81,1544
985521-04002,82,1545
484120-10900,83,1546
484120-10820,84,1547
484151-10220,85,1548
484161-10140,86,1549
423115-10860-11,87,1550
423117-10860-11,88,1551
432722-10530,89,1552
432722-10520,90,1553
432721-10580,91,1554
432722-10360,92,1555
432721-10570,93,1556
432721-10600,94,1557
432721-10590,95,1558
432721-10560,96,1559
432722-10540,97,1560
432722-10550,98,1561
432742-10060,99,1562
432724-10310,100,1563
432724-10270,101,1564
423313-11120,110,1573
423314-11120,119,1582
484120-10771,128,1591
426193-10100,137,1600
426193-10090,146,1609
423345-10030,155,1618
423346-10020,164,1627
412453-10030,173,1636
416716-10160,182,1645
426115-10490,191,1654
416502-10200,200,1663
423116-10520,209,1672
423325-10020,218,1681
423116-10080,227,1690
484107-10140,236,1699
426131-10450,245,1708
426112-10190,254,1717
426310-10481,263,1726
414611-10080,272,1735
426116-10630,281,1744
414612-10200,290,1753
426156-10430,299,1762
413103-10010,308,1771
426105-10300,317,1780
414555-10070,326,1789
414556-10090,335,1798
426105-10290,344,1807
426320-10471,353,1816
426320-10430,362,1825
426161-10070,371,1834
426183-10270,380,1843
426111-10180,389,1852
426334-10130,398,1861
413197-10070,407,1870
423185-10010,416,1879
413203-10150,425,1888
423351-10380,434,1897
423186-10020,443,1906
416481-10380,452,1915
423141-10220,461,1924
426163-10270,470,1933
423142-10090,479,1942
426183-10370,488,1951
423314-10170,497,1960
423275-11060,506,1969
423313-10210,515,1978
423177-10060,524,1987
432748-10230,533,1996
423178-10060,542,2005
432991-10060,551,2014
423194-10250,560,2023
416443-10100,569,2032
414532-10190,578,2041
416447-10040,587,2050
414533-10090,596,2059
455177-11960,605,2068
414534-10100,614,2077
414531-10110,623,2086
414322-10070,632,2095
412112-10400,641,2104
416433-10420,650,2113
412114-10270,659,2122
416434-10580,668,2131
416441-10490,677,2140
416431-10440,686,2149
416442-10470,695,2158
416432-10600,704,2167
426163-10160,713,2176
416541-10040,722,2185
426395-10060,731,2194
451571-10620,740,2203
423692-10160,749,2212
414548-10110,758,2221
411195-10100,767,2230
423694-10010,776,2239
414547-10090,785,2248
411195-10470,794,2257
423694-10020,803,2266
412112-10530,812,2275
411195-10110,821,2284
412472-10080,830,2293
416448-10060,839,2302
416435-10330,848,2311
981131-06035,857,2320
413397-10010,866,2329
416481-10390,875,2338
416436-10320,884,2347
412453-10360,893,2356
414195-10010,902,2365
416491-10030,911,2374
412114-10410,920,2383
412471-10070,929,2392
416444-10140,938,2401
416491-10410,947,2410
414686-10020,956,2419
414595-10160,965,2428
414685-10020,974,2437
414594-10080,983,2446
414595-10140,992,2455
414599-10030,1001,2464
981521-40004,1010,2473
981411-50005,1019,2482
982461-03002,1028,2491
414585-10050,1037,2500
985131-05001,1046,2509
414595-10130,1055,2518
413191-10050,1064,2527
414589-10010,1073,2536
414587-10100,1082,2545
413191-10060,1091,2554
414545-10020,1100,2563
994111-60300,1109,2572
981551-40001,1118,2581
416787-10080,1127,2590
414546-10020,1136,2599
411198-10050,1145,2608
412165-10050,1154,2617
414584-10020,1163,2626
411296-11180,1172,2635
416787-10090,1181,2644
414399-10040,1190,2653
414585-10070,1199,2662
411296-11820,1208,2671
416788-10020,1217,2680
416599-10050,1226,2689
414586-10020,1235,2698
412113-10450,1244,2707
451572-10660,1253,2716
413334-10020,1262,2725
412453-10800,1271,2734
413135-10170,1280,2743
416493-10130,1289,2752
412472-10050,1298,2761
413136-10170,1307,2770
416494-10050,1316,2779
412471-10050,1325,2788
413333-10020,1334,2797
414321-10060,1343,2806
413131-10180,1352,2815
413191-10090,5,100
412111-10570,8,160
413131-10250,11,220
412111-10590,14,280
413132-10250,17,340
412113-10470,20,400
413132-10180,23,460
416761-10040,26,520
423194-10030,29,580
416761-10170,32,640
413201-10090,35,700
416766-10160,38,760
413202-10150,41,820
484133-10570,44,880
413105-10030,47,940
423511-10160,50,1000
423552-10010,53,1060
423275-10700,56,1120
432725-10010,59,1180
432743-10210,62,1240
423116-10360,65,1300
423186-10170,68,1360
423194-10170,71,1420
423116-10370,74,1480
423185-10170,77,1540
424195-10030,78,1541
423277-10520,79,1542
423185-10040,80,1543
424195-10040,81,1544
423195-10010,82,1545
423186-10040,83,1546
424195-10060,84,1547
432942-10070,85,1548
981501-40005,86,1549
423275-10810,87,1550
982411-04030,88,1551
423195-10020,89,1552
423277-10220,90,1553
423175-10200,91,1554
423185-10060,92,1555
423345-10060,93,1556
423275-10050,94,1557
423194-10070,95,1558
423186-10060,96,1559
423346-10050,97,1560
423275-10800,98,1561
982411-06086,99,1562
423357-10100,100,1563
423115-10500,101,1564
423115-10410,110,1573
423181-10870,119,1582
423281-10190,128,1591
423194-10110,137,1600
423182-10690,146,1609
423194-10180,155,1618
423196-10020,164,1627
423196-10230,173,1636
432741-10070,182,1645
432735-10230,191,1654
432735-10280,200,1663
432735-10290,209,1672
432636-10150,218,1681
423541-10090,227,1690
423531-10020,236,1699
423275-11070,245,1708
423141-10030,254,1717
423141-10030,263,1726
423141-11170,272,1735
423143-10070,281,1744
423143-10070,290,1753
423143-10130,299,1762
423187-10020,308,1771
423187-10020,317,1780
423187-10120,326,1789
423275-10020,335,1798
423275-10020,344,1807
423275-10310,353,1816
426320-10431,362,1825
423111-10600,371,1834
423112-10370,380,1843
423121-10320,389,1852
423122-10320,398,1861
985521-04002,407,1870
484120-10900,416,1879
484120-10820,425,1888
484151-10220,434,1897
484161-10140,443,1906
423115-10860-11,452,1915
423117-10860-11,461,1924
432722-10530,470,1933
432722-10520,479,1942
432721-10580,488,1951
432722-10360,497,1960
432721-10570,506,1969
432721-10600,515,1978
432721-10590,524,1987
432721-10560,533,1996
432722-10540,542,2005
432722-10550,551,2014
432742-10060,560,2023
432724-10310,569,2032
432724-10270,578,2041
423313-11120,587,2050
423314-11120,596,2059
484120-10771,605,2068
426193-10100,614,2077
426193-10090,623,2086
423345-10030,632,2095
423346-10020,641,2104
412150-10660,650,2113
412160-10840,659,2122
413107-10150,668,2131
413108-10240,677,2140
413113-10170,686,2149
413114-10210,695,2158
414513-10140,704,2167
414514-10170,713,2176
414515-10090,722,2185
414516-10110,731,2194
416111-13180,740,2203
416112-12610,749,2212
416113-10240,758,2221
416114-10260,767,2230
416413-10490,776,2239
416414-10570,785,2248
423175-10080,794,2257
423175-10230,803,2266
423175-10470,812,2275
423175-10610,821,2284
423176-10080,830,2293
423176-10200,839,2302
423176-10450,848,2311
423176-10610,857,2320
423177-10240,866,2329
423177-10520,875,2338
423177-10540,884,2347
423177-10580,893,2356
423178-10220,902,2365
423178-10520,911,2374
423178-10540,920,2383
423178-10580,929,2392
423323-10200,938,2401
423324-10200,947,2410
423175-10620,956,2419
423176-10620,965,2428
423196-10220,974,2437
424195-10040,983,2446
91511-40608,992,2455
426168-10160,1001,2464
455167-15990,1010,2473
455167-16010,1019,2482
455167-16020,1028,2491
455167-16030,1037,2500
455167-16460,1046,2509
455167-16600,1055,2518
455179-15590,1064,2527
455179-15760,1073,2536
455179-15770,1082,2545
455179-15780,1091,2554
455179-15790,1100,2563
455179-16040,1109,2572
411296-12100,1118,2581
416553-10150,1127,2590
423555-10080,1136,2599
423555-10320,1145,2608
426154-10490,1154,2617
455179-14350,1163,2626
455179-14440,1172,2635
455179-15270,1181,2644
455179-15320,1190,2653
439440-10350,1199,2662
439440-10360,1208,2671
412310-10210,1217,2680
412320-10270,1226,2689
423196-10250,1235,2698
414610-10500,1244,2707
416540-10990,1253,2716
416540-11000,1262,2725
416540-11200,1271,2734
426356-10270,1280,2743
Y011JE009_6360,1289,2752
Y200JE038_6360,1298,2761
Y030JE168_6360,1307,2770
Y010JE904_6360,1316,2779
414657-10050,1325,2788
414658-10050,1334,2797
414661-10080,1343,2806
414662-10090,1352,2815
416751-10160,5,100
416753-10030,8,160
423181-11180,11,220
423181-11340,14,280
423181-11450,17,340
423182-10870,20,400
423182-10890,23,460
423182-11450,26,520
423181-11470,29,580
423182-11470,32,640
423141-11620,35,700
423187-10670,38,760
423251-10070,41,820
413261-10420,44,880
413262-10410,47,940
415511-10450,50,1000
423141-11360,53,1060
423173-10160,56,1120
423173-10180,59,1180
423174-10180,62,1240
423187-10551,65,1300
423192-10200,68,1360
423192-10221,71,1420
423313-10410,74,1480
423313-11300,77,1540
423314-10360,78,1541
423314-11300,79,1542
426323-10340,80,1543
426323-10350,81,1544
426323-10360,82,1545
455177-10360,83,1546
413135-10380,84,1547
413135-10420,85,1548
413136-10410,86,1549
414557-10090,87,1550
414558-10130,88,1551
414613-10120,89,1552
414614-10120,90,1553
416435-10370,91,1554
416436-10370,92,1555
416437-10200,93,1556
416438-10230,94,1557
416443-10130,95,1558
416444-10160,96,1559
416447-10050,97,1560
416448-10070,98,1561
416746-10160,99,1562
423171-10750,100,1563
423552-10240,101,1564
455179-14450,110,1573
455179-14460,119,1582
455179-14560,128,1591
455179-14770,137,1600
411241-10050,146,1609
413143-10040,155,1618
414241-10100,164,1627
414645-10060,173,1636
423187-10010,182,1645
423187-10830,191,1654
423186-10220,200,1663
423141-11690,209,1672
423142-11690,218,1681
423187-10840,227,1690
423197-10840,236,1699
416445-10380,245,1708
416446-10500,254,1717
426103-10330,263,1726
426104-10350,272,1735
426132-10440,281,1744
426164-10150,290,1753
426173-10070,299,1762
426173-10120,308,1771
411199-10060,317,1780
414595-10190,326,1789
414595-10210,335,1798
416787-10130,344,1807
423188-10050,353,1816
423196-10100,362,1825
423196-10330,371,1834
426192-10550,380,1843
981441-50002,389,1852
994612-10400,398,1861
455167-15850,407,1870
455167-16000,416,1879
432955-10110,425,1888
432956-10090,434,1897
432956-10110,443,1906
412413-10510,452,1915
412414-10460,461,1924
423111-10090,470,1933
423115-10610,479,1942
423115-10630,488,1951
423275-10030,497,1960
423275-10070,506,1969
423275-11880,515,1978
423275-11890,524,1987
423277-10200,533,1996
423277-10990,542,2005
484105-10150,551,2014
484120-10550,560,2023
423111-10100,569,2032
423111-10250,578,2041
423111-12630,587,2050
423111-12670,596,2059
423112-12630,605,2068
423112-12670,614,2077
423113-11040,623,2086
423113-11050,632,2095
423114-11040,641,2104
423114-11050,650,2113
423275-10010,659,2122
423277-10190,668,2131
423277-10400,677,2140
Y030JE137_6360,686,2149
455169-13370,695,2158
455169-13380,704,2167
423663-10420,713,2176
426154-10510,722,2185
426154-10520,731,2194
426154-10530,740,2203
426154-10540,749,2212
426154-10600,758,2221
426154-10610,767,2230
426154-10600,776,2239
426154-10610,785,2248
414588-10050,794,2257
426155-10060,803,2266
426192-10530,812,2275
423365-10070,821,2284
Y030JE150_6360,830,2293
Y201JE006_6360,839,2302
Y050JE156_6360,848,2311
Y030JE098_6360,857,2320
Y030JE092_6360,866,2329
Novatec-PP BC03GSW,875,2338
Duracon AW-01,884,2347
Duracon M90-44,893,2356
Duracon M90-45,902,2365
Novatec-PP MA3,911,2374
423115-11010,920,2383
423117-11010,929,2392
423115-11020,938,2401
423117-11020,947,2410
423275-12280,956,2419
423276-12280,965,2428
423275-12310,974,2437
423276-12310,983,2446
413285-10210,992,2455
413151-10010,1001,2464
413152-10010,1010,2473
413153-10030,1019,2482
413154-10030,1028,2491
414653-10080,1037,2500
414654-10080,1046,2509
414663-10070,1055,2518
414664-10070,1064,2527
416551-10220,1073,2536
416552-10290,1082,2545
416553-10140,1091,2554
423181-10280,1100,2563
423181-10290,1109,2572
423181-11070,1118,2581
423182-10240,1127,2590
423182-10250,1136,2599
423557-10020,1145,2608
423681-10290,1154,2617
423682-10180,1163,2626
426195-10040,1172,2635
423601-12320-11H,1181,2644
423601-12230-200,1190,2653
423602-11940-200,1199,2662
423602-11940-438,1208,2671
423601-12230-438,1217,2680
423602-11940-12N,1226,2689
423601-12230-12N,1235,2698
423602-12030-12N,1244,2707
423601-12320-12N,1253,2716
423601-12230,1262,2725
423602-11940,1271,2734
423602-12030-11H,1280,2743
423601-10150-11V,1289,2752
,1298,2761
423602-10100-004,1307,2770
423602-10100-11V,1316,2779
423601-10150-004,1325,2788
455105-10890,1334,2797
455106-10780,1343,2806
455107-10920,1352,2815
,5,100
455105-10950,8,160
455106-10830,11,220
455107-10980,14,280
455108-10900,17,340
455105-10950,20,400
455106-10830,23,460
455107-10980,26,520
455108-10900,29,580
423110-13430,32,640
423120-10700,35,700
423110-13160,38,760
423120-10640,41,820
423130-11790,44,880
423130-11790-A0A,47,940
423130-11790,50,1000
423130-11780,53,1060
423130-11790,56,1120
423130-11790-B1L,59,1180
423120-13690,62,1240
423120-13690,65,1300
423120-13690-B1L,68,1360
423110-13690,71,1420
423110-13690,74,1480
423110-13640,77,1540
423110-13690,78,1541
423140-11780,79,1542
423110-13690,80,1543
423120-13690,81,1544
423140-11790-A0A,82,1545
423140-11790,83,1546
423110-13690-B1L,84,1547
423140-11790,85,1548
423140-11790-B1L,86,1549
423140-11790,87,1550
423120-13690,88,1551
423120-13640,89,1552
423130-11790,90,1553
423140-11790,91,1554
423120-13690,92,1555
423110-13690,93,1556
423501-10140,94,1557
,95,1558
423501-10360,96,1559
423111-10250,97,1560
423111-10250,98,1561
423110-10410,99,1562
423110-10410,100,1563
423110-10410,101,1564
423111-10100,110,1573
423111-10250,119,1582
423111-10250,128,1591
423111-10250,137,1600
,146,1609
423207-10420,155,1618
423205-10040,164,1627
423205-10040,173,1636
423207-10200,182,1645
423207-10420,191,1654
423205-10040,200,1663
423205-10050,209,1672
423205-10050,218,1681
423205-10030,227,1690
423275-10010,236,1699
423207-10420,245,1708
423207-10420,254,1717
423207-10420,263,1726
423207-10420,272,1735
423207-10420,281,1744
423207-10420,290,1753
423207-10420,299,1762
423207-10420,308,1771
423207-10210,317,1780
423207-10210,326,1789
423207-10420,335,1798
423205-10040,344,1807
423207-10420,353,1816
423207-10420,362,1825
423205-10040,371,1834
423207-10420,380,1843
423207-10420,389,1852
423207-10420,398,1861
423207-10420,407,1870
423207-10200,416,1879
423205-10050,425,1888
423207-10210,434,1897
423110-13710,443,1906
423110-13710,452,1915
423110-13710,461,1924
423110-13710,470,1933
423110-13710,479,1942
423110-13710,488,1951
423110-13710,497,1960
423110-13710,506,1969
423110-10670,515,1978
423110-13710,524,1987
,533,1996
,542,2005
,551,2014
423110-13710,560,2023
423207-10420,569,2032
423110-13710,578,2041
423105-10150,587,2050
423106-10110,596,2059
423107-10660,605,2068
423108-10650,614,2077
423105-10310,623,2086
423106-10200,632,2095
423107-10450,641,2104
423108-10430,650,2113
423107-10900,659,2122
423108-10870,668,2131
423105-11460,677,2140
423105-11450,686,2149
423106-11460,695,2158
423106-11450,704,2167
423107-11590,713,2176
423108-11590,722,2185
423205-10180,731,2194
423205-10180,740,2203
423205-10180,749,2212
423205-10180,758,2221
423205-10180,767,2230
423205-10180,776,2239
423205-10180,785,2248
423205-10180,794,2257
423207-10220,803,2266
423207-10220,812,2275
423207-10220,821,2284
423207-10220,830,2293
423207-10220,839,2302
423207-10220,848,2311
423207-10220,857,2320
423207-10220,866,2329
423275-10310,875,2338
423207-10230,884,2347
423205-10180,893,2356
423205-10180,902,2365
423207-10220,911,2374
423275-10290,920,2383
423207-10220,929,2392
484170-10850,938,2401
423110-13830,947,2410
423110-13820-A01,956,2419
423110-13820-A0U,965,2428
423110-13820-B1R,974,2437
423110-13820-B2M,983,2446
423110-13820-C0H,992,2455
423110-13820-E2V,1001,2464
423110-13820-E35,1010,2473
423110-13820-J4N,1019,2482
423110-13820-G3C,1028,2491
423105-11660,1037,2500
423106-11660,1046,2509
423107-11770,1055,2518
423108-11770,1064,2527
423205-11460,1073,2536
423205-11480-A01,1082,2545
423205-11480-A0U,1091,2554
423205-11480-B1R,1100,2563
423205-11480-B2M,1109,2572
423205-11480-C0H,1118,2581
423205-11480-E2V,1127,2590
423205-11480-E35,1136,2599
423205-11480-J4N,1145,2608
423205-11480-G3C,1154,2617
423207-11180,1163,2626
423207-11200-A01,1172,2635
423207-11200-A0U,1181,2644
423207-11200-B1R,1190,2653
423207-11200-B2M,1199,2662
423207-11200-C0H,1208,2671
423207-11200-E2V,1217,2680
423207-11200-E35,1226,2689
423207-11200-J4N,1235,2698
423207-11200-G3C,1244,2707
439430-12511,1253,2716
439430-12521,1262,2725
439430-13330,1271,2734
439430-13340,1280,2743
439430-12531,1289,2752
439430-12541,1298,2761
439430-12511,1307,2770
439430-12521,1316,2779
439430-13330,1325,2788
439430-13340,1334,2797
439430-12531,1343,2806
439430-12541,1352,2815
484170-10330-Z2S,5,100
484170-10330,8,160
484170-10330,11,220
484170-10330,14,280
484170-10330,17,340
484170-10330,20,400
423110-13260,23,460
423110-13260,26,520
423110-13260,29,580
423110-13260,32,640
423110-13260,35,700
423110-13260,38,760
423105-10370,41,820
423106-10260,44,880
423275-10800,47,940
423275-10800,50,1000
423275-10800,53,1060
423275-10800,56,1120
423275-10800,59,1180
423275-10800,62,1240
423205-10470,65,1300
423205-10470,68,1360
423205-10470,71,1420
423205-10470,74,1480
423205-10470,77,1540
423205-10470,78,1541
423207-10540,79,1542
423207-10540,80,1543
423207-10540,81,1544
423207-10540,82,1545
423207-10540,83,1546
423207-10540,84,1547
426110-10600,85,1548
426120-10650,86,1549
426120-10730,87,1550
423670-11010,88,1551
423670-11020,89,1552
423680-11040,90,1553
423680-10890,91,1554
413110-10410,92,1555
413120-10470,93,1556
414540-10600,94,1557
414540-10610,95,1558
414530-10380,96,1559
414530-10390,97,1560
416740-10300,98,1561
416520-10430,99,1562
416520-10440,100,1563
423105-11140,101,1564
423106-10680,110,1573
423107-11800,119,1582
423108-11800,128,1591
484170-10870-A01,137,1600
484170-10870-B1L,146,1609
484170-10870-B2M,155,1618
484170-10870-C0H,164,1627
484170-10870-F10,173,1636
484170-10870-E2N,182,1645
484170-10870-E37,191,1654
423110-14180-A01,200,1663
423110-14180-B1L,209,1672
423110-14180-B2M,218,1681
423110-14180-C0H,227,1690
423110-14180-F10,236,1699
423110-14180-E2N,245,1708
423110-14180-E37,254,1717
423110-14190,263,1726
423130-11870-A01,272,1735
423130-11870-B1L,281,1744
423130-11870-B2M,290,1753
423130-11870-C0H,299,1762
423130-11870-F10,308,1771
423130-11870-E2N,317,1780
423130-11870-E37,326,1789
423130-11880,335,1798
423275-11050-A01,344,1807
423275-11050-B1L,353,1816
423275-11050-B2M,362,1825
423275-11050-C0H,371,1834
423275-11050-F10,380,1843
423275-11050-E2N,389,1852
423275-11050-E37,398,1861
423205-10720-A01,407,1870
423205-10720-B1L,416,1879
423205-10720-B2M,425,1888
423205-10720-C0H,434,1897
423205-10720-F10,443,1906
423205-10720-E2N,452,1915
423205-10720-E37,461,1924
423275-11070,470,1933
423205-10740,479,1942
423141-11360,488,1951
423187-10551,497,1960
455105-10970,506,1969
455106-10840,515,1978
455107-11010,524,1987
455108-10950,533,1996
455107-11020,542,2005
455108-10970,551,2014
423275-10030,560,2023
423111-10250-A01,569,2032
423111-10250-A0U,578,2041
423111-10250-B1L,587,2050
423111-10250-B2M,596,2059
423111-10250-C0H,605,2068
423111-10250-D2X,614,2077
423111-10250-F10,623,2086
423111-10250-E37,632,2095
423111-10250,641,2104
423111-10250-J4F,650,2113
423275-10010-A01,659,2122
423275-10010-A0U,668,2131
423275-10010-B1L,677,2140
423275-10010-B2M,686,2149
423275-10010-C0H,695,2158
423275-10010-D2X,704,2167
423275-10010-F10,713,2176
423275-10010-E37,722,2185
423275-10010-E38,731,2194
423275-10010-J4F,740,2203
423275-10020,749,2212
423111-10100,758,2221
423275-11920,767,2230
423275-11920,776,2239
423275-11920,785,2248
423275-11920,794,2257
423275-11920,803,2266
423275-11920,812,2275
423275-11920,821,2284
423275-11920,830,2293
423275-11920,839,2302
423275-11890,848,2311
423141-11620,857,2320
423187-10670,866,2329
423275-10310,875,2338
423275-10290,884,2347
423275-10290,893,2356
423275-10290,902,2365
423275-10290,911,2374
423275-10290,920,2383
423275-10290,929,2392
423275-10290,938,2401
423275-10290,947,2410
423275-10030,956,2419
423111-10250-A01,965,2428
423275-10010,974,2437
423275-10010,983,2446
423111-10250-A0U,992,2455
423111-10250,1001,2464
423111-10250,1010,2473
423111-10250,1019,2482
423111-10250,1028,2491
423111-10250,1037,2500
423111-10250,1046,2509
423111-10250,1055,2518
423275-10010-A01,1064,2527
423275-10010-A0U,1073,2536
423275-10010,1082,2545
423275-10010,1091,2554
423275-10010,1100,2563
423275-10010,1109,2572
423275-10010,1118,2581
423275-10010,1127,2590
423111-10250,1136,2599
423275-10010,1145,2608
423275-10020,1154,2617
423275-10010,1163,2626
423275-10010,1172,2635
423275-10010,1181,2644
423275-10010,1190,2653
423111-10250,1199,2662
423275-10290,1208,2671
423275-10310,1217,2680
423275-10290,1226,2689
423275-10290,1235,2698
423275-10290,1244,2707
423275-10290,1253,2716
423275-10290,1262,2725
423275-10290,1271,2734
423275-10290,1280,2743
423275-10290,1289,2752
423275-11920,1298,2761
423275-11920,1307,2770
423275-11920,1316,2779
423275-11920,1325,2788
423275-11920,1334,2797
423275-11920,1343,2806
423275-11920,1352,2815
423275-11920,5,100
423275-11920,8,160
423275-11890,11,220
423141-11620,14,280
423187-10670,17,340
423110-13820-E24,20,400
423275-11920-E24,23,460
423205-11480-E24,26,520
423207-11200-E24,29,580
423141-10030,32,640
423187-10020,35,700
423187-10120,38,760
423275-10290-ADE,41,820
423275-10290-BD3,44,880
423275-10290-BDB,47,940
423275-10290-KD4,50,1000
423275-10290-CDC,53,1060
423110-13710,56,1120
423141-11170,59,1180
423143-10130,62,1240
423205-10180,65,1300
423207-10220,68,1360
423275-10290,71,1420
423120-14170-AA7,74,1480
423120-14170-BAQ,77,1540
423120-14170-CA8,78,1541
423120-14170-BAN,79,1542
423120-14170-EAD,80,1543
423120-14170-DAD,81,1544
423110-14170-AA7,82,1545
423110-14170-BAQ,83,1546
423110-14170-CA8,84,1547
423110-14170-BAN,85,1548
423110-14170-EAD,86,1549
423110-14170-DAD,87,1550
484180-11210-AA7,88,1551
484180-11210-BAQ,89,1552
484180-11210-CA8,90,1553
484180-11210-BAN,91,1554
484180-11210-EAD,92,1555
484180-11210-DAD,93,1556
484170-11210-AA7,94,1557
484170-11210-BAQ,95,1558
484170-11210-CA8,96,1559
484170-11210-BAN,97,1560
484170-11210-EAD,98,1561
484170-11210-DAD,99,1562
423120-14280,100,1563
423110-14280,101,1564
484180-11270,110,1573
484170-11270,119,1582
423206-11870-AA7,128,1591
423206-11870-BAQ,137,1600
423206-11870-CA8,146,1609
423206-11870-BAN,155,1618
423206-11870-EAD,164,1627
423206-11870-DAD,173,1636
423205-11870-AA7,182,1645
423205-11870-BAQ,191,1654
423205-11870-CA8,200,1663
423205-11870-BAN,209,1672
423205-11870-EAD,218,1681
423205-11870-DAD,227,1690
423276-12200-AA7,236,1699
423276-12200-BAQ,245,1708
423276-12200-CA8,254,1717
423276-12200-BAN,263,1726
423276-12200-EAD,272,1735
423276-12200-DAD,281,1744
423275-12200-AA7,290,1753
423275-12200-BAQ,299,1762
423275-12200-CA8,308,1771
423275-12200-BAN,317,1780
423275-12200-EAD,326,1789
423275-12200-DAD,335,1798
423206-11920,344,1807
423205-11920,353,1816
423276-12280,362,1825
423275-12280,371,1834
423106-11770,380,1843
423105-11770,389,1852
423142-11690,398,1861
423141-11690,407,1870
423197-10840,416,1879
423187-10840,425,1888
432636-10150,434,1897
432721-10560,443,1906
432721-10570,452,1915
432721-10580,461,1924
432721-10600,470,1933
432722-10360,479,1942
432722-10520,488,1951
432722-10530,497,1960
432722-10540,506,1969
432724-10270,515,1978
432724-10310,524,1987
432725-10010,533,1996
432735-10230,542,2005
432735-10280,551,2014
432735-10290,560,2023
432741-10070,569,2032
432742-10060,578,2041
432743-10210,587,2050
432748-10230,596,2059
432942-10070,605,2068
432955-10110,614,2077
432956-10090,623,2086
432956-10110,632,2095
432991-10060,641,2104
439430-12511,650,2113
439430-12521,659,2122
439430-12531,668,2131
439430-12541,677,2140
439430-13330,686,2149
439430-13340,695,2158
439440-10350,704,2167
439440-10360,713,2176
423313-10210,722,2185
423314-10170,731,2194
423345-10060,740,2203
423346-10050,749,2212
423511-10160,758,2221
423531-10020,767,2230
423541-10090,776,2239
423552-10010,785,2248
424195-10030,794,2257
424195-10040,803,2266
424195-10060,812,2275
423181-11180,821,2284
423182-10870,830,2293
423141-11360,839,2302
423173-10160,848,2311
423187-10551,857,2320
423192-10200,866,2329
423313-10410,875,2338
423313-11300,884,2347
423314-10360,893,2356
423314-11300,902,2365
455177-10360,911,2374
423313-11120,920,2383
423171-10750,929,2392
423552-10240,938,2401
423186-10220,947,2410
423365-10070,956,2419
423181-10280,965,2428
423181-10290,974,2437
423182-10240,983,2446
423182-10250,992,2455
423557-10020,1001,2464
423345-10030,1010,2473
423346-10020,1019,2482
423175-10080,1028,2491
423175-10230,1037,2500
423175-10470,1046,2509
423176-10080,1055,2518
423176-10200,1064,2527
423176-10450,1073,2536
423177-10240,1082,2545
423177-10520,1091,2554
423177-10540,1100,2563
423178-10220,1109,2572
423178-10540,1118,2581
423323-10200,1127,2590
423324-10200,1136,2599
423555-10080,1145,2608
423555-10320,1154,2617
423177-10060,1163,2626
423178-10060,1172,2635
423185-10010,1181,2644
423185-10040,1190,2653
423185-10170,1199,2662
423186-10020,1208,2671
423186-10040,1217,2680
423186-10170,1226,2689
423194-10030,1235,2698
423194-10110,1244,2707
423194-10170,1253,2716
423195-10010,1262,2725
423195-10010,1271,2734
423195-10020,1280,2743
423196-10230,1289,2752
423196-10220,1298,2761
423345-10060,1307,2770
423346-10050,1316,2779
423694-10020,1325,2788
,1334,2797
423681-10290,1343,2806
,1352,2815
,5,100
423314-11120,8,160
455179-15270,11,220
455179-14350,14,280
455179-14440,17,340
455179-15320,20,400
455169-13370,23,460
455169-13380,26,520
455177-11960,29,580
455179-15790,32,640
455167-16600,35,700
455167-15990,38,760
455167-16010,41,820
455167-16020,44,880
455167-16030,47,940
455167-16460,50,1000
455179-16040,53,1060
,56,1120
,59,1180
455179-15760,62,1240
455179-15770,65,1300
455179-15780,68,1360
455179-15590,71,1420
,74,1480
,77,1540
,78,1541
,79,1542
,80,1543
432735-10230,81,1544
439440-10350,82,1545
432722-10360,83,1546
432721-10580,84,1547
432724-10270,85,1548
432735-10290,86,1549
432722-10520,87,1550
432722-10530,88,1551
432721-10560,89,1552
432721-10570,90,1553
432743-10210,91,1554
432636-10150,92,1555
432742-10060,93,1556
432725-10010,94,1557
